,県名,料理名,説明
1060,香川県,うずまきもち,「うずまきもち」は、こしあんを餅で巻いた引田地域の郷土菓子である。引田地域は...
1061,香川県,えびみそ汁,瀬戸内海では、数多くのエビが豊富にとれる。エビの中でも10cm前後までしか成長し...
1062,香川県,かきまぜ,「かきまぜ」は、小豆島の海や山の幸をふんだんに使った郷土料理である。「おまぜ...
1063,香川県,こんにゃくの白あえ,「こんにゃくの白あえ」は、つぶした豆腐やごまでこんにゃくをあえた郷土料理であ...
1064,香川県,こんにゃくのはちはい,こんにゃくを里芋や人参、しいたけなどの具材とともに出汁で煮た郷土料理。名前の...
1065,香川県,さわさわ,「さわさわ」は、こんにゃくを具材にした郷土料理である。汁気が多くさらさらと流...
1066,香川県,島の茶粥,瀬戸内海に浮かぶ塩飽諸島の一つに志々島がある。周囲4kmの小さなこの志々島では、...
1067,香川県,鯛そうめん,「鯛そうめん」は、タイとそうめんをあしらった豪華な大鉢料理で、婚礼のトリを飾...
1068,香川県,たくあんのきんぴら,「たくあんのきんぴら」は、古漬けたくあんを塩抜きし、油で炒めたもの。 冬から...
1069,香川県,わりご弁当,瀬戸内海の小豆島では、毎年5月3日に「肥土山農村歌舞伎」が開催される。これは昔...
1070,香川県,年明けうどん,うどんは、太くて長いことから、古来より長寿を祈る縁起物として食べられてきた。...
1071,香川県,どじょう汁,ドジョウは、産卵期前の6月から7月が年間で最も美味しいとされる。ウナギよりも脂...
1072,香川県,おちらしあめ,「おちらしあめ」は、おちらし粉を水あめで練り上げた菓子。おちらしとは、大麦の...
1073,香川県,わけぎあえ,昔から農家では、春の野菜としてわけぎもよく栽培されていた。うどんの薬味に欠か...
1074,香川県,さつま,「さつま」は、焼き上げた白身魚をほぐして、焼き目を付けた味噌と魚のだし汁での...
1075,香川県,もっそうめし,「もっそうめし」とは、握ったごはんを指す。丸や扇などの木型に、すし飯や五目飯...
1076,愛媛県,鯛めし,「鯛めし」の歴史は、古く神功皇后の朝鮮出陣の頃にはつくられていたといわれてい...
1077,愛媛県,さつま,「さつま」は、八幡浜市をはじめ、南予地方一帯の郷土料理として知られている。白...
1078,愛媛県,いもたき,「いもたき」の発祥は、大洲市とされており、鶏肉、里芋、こんにゃく、しいたけな...
1079,愛媛県,いぎす豆腐,いぎすとは、浅い海の岩などに生える海藻（かいそう）で、枝状の細い紅藻（こうそ...
1080,愛媛県,せんざんき,せんざんき（千斬切・せんざん雉）は、鶏料理が盛んな東予地方（主に今治市辺り）...
1081,愛媛県,法楽焼,「法楽焼」は、今治市の名物料理で、塩やごま、豆類などを炒るための平らな焙烙鍋...
1082,愛媛県,緋の蕪漬／緋のかぶ漬,愛媛県の民謡伊予節にもでてくる伝統野菜、緋色のかぶの漬け物であり、ダイダイ酢...
1083,愛媛県,いずみや,新居浜地方の郷土料理で、酢飯の代わりに味付けしたおからを使った卯の花寿司のこ...
1084,愛媛県,鯛そうめん,「鯛そうめん」とは、タイを一尾まるごと姿煮にしたものを、ゆでた素麺と一緒に大...
1085,愛媛県,たこ飯,漁船上で漁業者が獲れたタコをぶつ切りにして、ごはんに炊き込んだのがはじまりと...
1086,愛媛県,ふかの湯ざらし,「ふか」とはサメのことで、南予では1メートル前後のものがよく捕れ、種類は、イサ...
1087,愛媛県,ふくめん,「ふくめん」は、宇和島藩の行事食として伝わったといわれており、主な材料となる...
1088,愛媛県,松山鮓,明治25年（1892年）、夏目漱石が初めて松山を訪れ、正岡子規の家に立ち寄った際に...
1089,愛媛県,石花汁,古くは石材業が盛んだった今治市大島に伝わる郷土料理。同島の北部に位置する宮窪...
1090,愛媛県,今治焼き鳥,「今治焼き鳥」は、串に刺さっていない皮を鉄板で軽く焼き、小さな板状の鉄の重し...
1091,愛媛県,味噌汁（麦味噌）,愛媛の味噌汁は、地元に古くから伝わる麦味噌を使った汁物で、中に入れる具材は家...
1092,愛媛県,えび天,豊かな海の幸をはぐくむ燧灘（ひうちなだ）の新居浜から川之江にかけては、ジャコ...
1093,愛媛県,かんころ,日本一細長い半島といわれる佐田岬半島にある伊方町では、その独特の地形から内洋...
1094,愛媛県,きじ肉と切り干し大根の混ぜご飯,日本でいうキジは日本昔話の「桃太郎」にも出てくるくらい古くから親しまれてきた...
1095,愛媛県,じゃこ天,宇和海から豊富な魚がとれる八幡浜市や、宇和島市などでは、魚の加工品づくりが盛...
1096,愛媛県,しょうゆめし,室町時代から炊き込みご飯を「しょうゆめし」と呼んでおり、お祝い事などの時に食...
1097,愛媛県,太刀魚巻／太刀巻,タチウオとはスズキ目タチウオ科の海水魚で、その全長は大きなもので2mを超える。...
1098,愛媛県,タルト,松山市を代表するお菓子。松山市では、カステラ生地であんを巻いたロールケーキ状...
1099,愛媛県,ぼて茶,松山地域の気候風土にマッチした「ぼて茶」は、藩政時代に松山藩主より質素倹約の...
1100,愛媛県,みかんずし,太陽の光と潮風をいっぱいに浴びて育つ愛媛みかんは、全国トップクラスの生産量を...
1101,高知県,いもの茎の炒め煮,高知県では、さつまいもやかぼちゃの茎を食べる食文化がある。茎といっても葉と茎を...
1102,高知県,かつおのたたき,高知県の県魚であるカツオは、日常的に食べられている食材である。「かつおのたたき...
1103,高知県,ぐる煮,「ぐる煮」とは、大根、人参、里芋といった冬の根菜を中心に使った煮物のこと。いず...
1104,高知県,りゅうきゅうの酢の物,高知県では、ハスイモ（サトイモ科）の葉と茎のつながる葉柄部分を「りゅうきゅう」...
1105,高知県,いたどりの油いため,「いたどり」とは山あいに自生するタデ科の植物。竹のように中心が空洞なことから「...
1106,高知県,ひめいちとみかんの辛子煮,ヒメイチとは、土佐湾の小型底びき網にかかる小魚。正式な呼称は、ホウライヒメジで...
1107,高知県,こうし飯,大月町は県南西部にある海沿いのまち。町内では稲作や葉たばこ栽培、施設園芸などの...
1108,高知県,きらずもち,豆腐づくりの副産物で出るおからは、日本各地で食べられ、呼び方も「卯の花」「きら...
1109,高知県,豆腐の梅酢づけ,日本で豆腐が食べられるようになったのは平安末期のことである。中国から伝来された...
1110,高知県,暮れの煮物,高知県で年越しに食べる郷土料理といえば、くじら肉が入った「暮れの煮物」である。...
1111,高知県,田芋のころばし,高知県では、里芋のことを田芋（たいも）と呼び、米に次ぐ貴重な栄養源として、昔か...
1112,高知県,淡竹とエンドウの煮物,高知県ではたけのこが良く食べられる。春先になると孟宗竹（もうそうちく）が出回り...
1113,高知県,皿鉢料理,高知県の代表的な食文化といえば「皿鉢料理」である。特定の料理名ではなく料理の様...
1114,高知県,いもべらあずき,土佐和紙の産地として知られ、県中央部に位置する伊野町。この地域では昔から、冬の...
1115,高知県,こんちん,四国山地の中央部に位置する、山あいのまち大豊町。「こんちん」とは、ささがきした...
1116,高知県,つがに汁,高知県を代表する郷土料理の一つに「つがに汁」がある。ツガニとは、四万十川や仁淀...
1117,高知県,チャーテの和え物,暑い夏が過ぎ、秋の気配が近づいたころチャーテの季節がやってくる。チャーテとは熱...
1118,高知県,ぜんまいの炒め煮,山村では古くから、「ぜんまいの油炒め」や白和え、煮物などが食べられてきた。 ...
1119,高知県,こぶずし,県中央部・県西部に分かれて「こぶずし」のレシピは異なる。県中央部は、「板こぶず...
1120,高知県,こけらずし,高知県の代表する食文化の一つに「すし文化」がある。そのバリエーションは多岐にわ...
1121,高知県,きゅうりと川エビの煮物,川エビとは手長エビのこと。四万十川や仁淀川でとれる高知県の特産品の一つ。体長は...
1122,高知県,きびなごのほおかぶり,高知県では、お米の代わりにおからを使い酢づけのイワシをのせた握りずしの「たまず...
1123,高知県,銀ぶろうずし,「銀ぶろう」とは大豊町の西豊永地区で自家用で栽培されてきたいんげん豆の一種。大...
1124,高知県,半夏だんご,四国山地の中央部、県庁所在地の高知市より約40kmの距離に位置する大豊町。古く...
1125,高知県,田舎ずし,「田舎ずし」とは、全国的に見ても珍しい野菜を使ったすし。高知県の山間地帯に伝わ...
1126,高知県,かしきり,「かしきり」は、かしの実（あらかしの実、どんぐりともいう)でつくられる豆腐のこ...
1127,高知県,蒸し鯛,「蒸し鯛」は、婚礼や正月などの祝いの席など、県内で頻繁に催される「おきゃく」の...
1128,高知県,ねぎとさつまいものぬた,高知県の中心部にあたる南国市。奈良時代から平安時代にかけて国府が置かれ、土佐の...
1129,高知県,葉にんにくのぬた,ぬたとはにんにくに味噌や酢を混ぜてつくる高知県の伝統的な調味料。生の魚やこんに...
1130,高知県,さばの姿ずし,県内全域の食習慣として根づき、冠婚葬祭や神事に欠かせない「皿鉢（さわち・さはち...
1131,福岡県,ぬかみそ炊き,昔は小笠原藩の保存食だったぬか漬けが、小倉の旧家に伝わりそれが庶民の間に広ま...
1132,福岡県,がめ煮,「がめ煮」は福岡県の代表的な郷土料理で、博多の方言「がめくりこむ」（寄せ集め...
1133,福岡県,博多雑煮,「博多雑煮」に欠かせない材料のかつお菜は、博多に古くから伝わる野菜で高菜の仲...
1134,福岡県,若鶏の水炊き,「若鶏の水炊き」は、福岡県を代表する郷土料理の一つである。鶏肉を骨ごと煮こん...
1135,福岡県,おきゅうと,「おきゅうと」は、海藻であるエゴノリを干し、煮溶かして小判型に固めた食べ物で...
1136,福岡県,かしわめし,九州地方では鶏肉のことを「かしわ」と呼び、炊いたごはんに、かしわや具材を煮詰...
1137,福岡県,あちゃら漬け,刻んだ季節の野菜に赤唐辛子を加えた酢の物である。爽やかな甘みと酸味に、唐辛子...
1138,福岡県,博多の胡麻鯖,昔から新鮮な魚介が揚がる福岡・博多。傷みやすいことから、全国的には生で食べる...
1139,福岡県,にぐい,鶏肉の入らない精進料理がはじまりといわれ、仏事に必ずつくり、結婚式などの祝い...
1140,福岡県,ふなやき,「ふなやき」は、筑後地域に古くから伝わる小麦粉を使ったおやつである。小麦粉と...
1141,福岡県,かぼちゃのだんご汁,県の北東部の豊前市三毛門地区は、1個が4kg近くになる大きな日本かぼちゃ、三毛門...
1142,福岡県,あぶってかも,「あぶってかも」は、主に福岡市沿岸地域で食べられるスズメダイの塩焼きで、皮や...
1143,福岡県,がめの葉饅頭,端午の節句の時期になるとつくり、子どものおやつとしても親しまれている。端午の...
1144,福岡県,いも饅頭,福岡県の奥八女は日向神から有明に流れる矢部川の上流にある。弓掛地区はこの矢部...
1145,福岡県,酢もち,「酢もち」は、器に大根おろし、だいだいのしぼり汁、醤油、砂糖を入れておき、正...
1146,福岡県,せんぶきまげ,わけぎのことを福岡では「せんぶき」と呼ぶ。ねぎの変種で、ねぎより柔らかく甘味...
1147,福岡県,鶏肉のすき焼き,福岡県で鶏肉を食べる習慣が生まれた背景として、江戸時代の飢饉（享保の飢饉等）...
1148,福岡県,瀬高の高菜漬け,高菜はからし菜の仲間で、葉や茎のピリリとした辛味が特徴である。高菜漬けの流通...
1149,福岡県,とうへい鍋,「トウヘイ」とは、本州の中部以南の海域に生息する大ウナギに似た魚で、正式には...
1150,福岡県,のうさば,「のうさば」は、天日干しにしたホシザメを調味料液に漬けて食べる郷土料理である...
1151,福岡県,みとり饅頭,家庭でつくられてきた郷土菓子である。福岡県は小麦の生産が盛んで、生産面積は上...
1152,福岡県,ゆずごしょう,九州地方では一般的な調味料として親しみのある「ゆずごしょう」。発祥の地は諸説...
1153,福岡県,あまぎのかわたけ,かわたけ（川茸）は、福岡県朝倉市の黄金川でしか収穫できない貴重な天然淡水海苔...
1154,福岡県,くつぞこの煮つけ,九州4県に囲まれた有明海。海底は泥質で平均水深が20mほどと浅く、日本最大の干潟...
1155,福岡県,えびざっこ,豊かな恵みをもたらしてくれる豊前海。福岡県東部沿岸から大分県北部沿岸にかけて...
1156,福岡県,べたもち,小麦生産量が多い福岡県では、昔から多くの農家で稲作のほかに小麦の栽培がおこな...
1157,福岡県,柳川なべ,筑後地方の南西部に位置する柳川市は、ほぼ全域が筑紫平野に含まれており、平坦な...
1158,福岡県,やまごんにゃくの刺身,こんにゃくの歴史は古く、鎌倉時代には貴族や僧侶など身分の高い人たちの間で薬や...
1159,福岡県,エツの南蛮漬け,日本では、有明海へと流れ込む筑後川河口域一帯にしか生息していない「幻の魚」と...
1160,福岡県,かます寿司,筑後国一の宮である高良大社でおこなわれる、高良大社例大祭（高良山くんち）は、...
1161,佐賀県,ふなんこぐい,干満の差が約6mあり、干潮時には沖合の5～7mにわたって干潟が広がる有明海。珍...
1162,佐賀県,いかのかけ和え,全国各地にあり「おろしなます」「かきあえ」「ぬたあえ」と呼ばれる、魚介類とダイ...
1163,佐賀県,にいもじ,年間を通して穏やかな気候の佐賀県も、夏になると連日30度前後と暑くなる。そんな時に...
1164,佐賀県,だぶ,佐賀県から福岡県にまたがって伝承されている「だぶ」は、鶏肉と季節の野菜を入れて...
1165,佐賀県,お茶がい／茶がゆ,お茶でご飯を炊いたかゆ「お茶がい」「お茶がゆ」。幕末時代、財政難に悩んだ佐賀藩...
1166,佐賀県,須古ずし,有明海に面している白石町は、山や平野、海、川と自然が豊富。特に白石平野は、中世...
1167,佐賀県,のっぺ汁,「のっぺ汁」は、佐賀県の家庭で伝わる汁物で、「のっぺい汁」や「ぬっぺい汁」と...
1168,佐賀県,煮ごみ,佐賀県をはじめとする九州北部に伝わるくんち。おくんちとも呼ばれ、新米を氏神様...
1169,佐賀県,がめ煮,数ある佐賀県の郷土料理の中でも、定番なのが「がめ煮」だ。全国的には「筑前煮」...
1170,佐賀県,むつごろうの蒲焼,佐賀県の有明海は、干満の差が約6mもあることから、干潮時に広大な干潟が出現するこ...
1171,佐賀県,ゆでだご,「ゆでだご」は「ゆでだんご」がなまった言葉で、小麦粉と黒砂糖を使ったお菓子のこ...
1172,佐賀県,およごし,約230年前の2月19日に佐賀県の伊福集落では、集落の大半を焼失した火災が起こ...
1173,佐賀県,つんきーだご汁,佐賀県に伝わる郷土料理「平だご」「だご汁」は、ともにだごを使ったもの。“だご”...
1174,佐賀県,呉豆腐のごま醤油かけ,全国各地で作られている豆腐は豆乳ににがりを加えて形成するが、佐賀県の有田町を中...
1175,佐賀県,ゆきのつゆ,言わずと知れた焼き物の地・佐賀県有田町。17世紀初頭に磁気の原料となる陶石が有田...
1176,佐賀県,くちぞこの煮つけ,日本一の干満さと広大な干潟を有する有明海には、ムツゴロウをはじめ、メカジャやウ...
1177,佐賀県,栗おこわ,佐賀県に伝わる「栗おこわ」は、「栗こわい」「こわい」とも呼ばれる、村の祭りや家...
1178,佐賀県,干し柿なます,全国各地で栽培されている柿。佐賀県は決して生産量は多くなく、作付面積も広くない...
1179,佐賀県,つがにめし,有明海や玄界灘を有する佐賀県。豊富な海の幸の恩恵を受けた郷土料理が数多く残る...
1180,佐賀県,しゃっぱの煮つけ,エビのような見た目を持つシャコ科のシャコは、北海道から沖縄まで日本全土に生息す...
1181,佐賀県,わらすぼのみそ汁,有明海の珍魚といえばムツゴロウだが、それと並ぶのが、日本では有明海にしか生息し...
1182,佐賀県,あらの姿煮,ユネスコ無形文化遺産に「曳山行事」を含む「山・鉾・屋台行事」が登録された唐津く...
1183,佐賀県,ふつもち,稲作が盛んな佐賀県では、うるち米だけでなくもち米の栽培も広く行われており、全国... 
1184,佐賀県,おこもじの油炒め,三度の食事に欠かせない漬物。佐賀県では、春は高菜漬、初夏には梅干しやらっきょう...
1185,佐賀県,冷やしそうめん,佐賀県で古くから食べられている「冷やしそうめん」。県東部に位置する神埼市の名産...
1186,長崎県,具雑煮／島原具雑煮,島原を代表する郷土料理のひとつ。江戸時代初期の1637年に起こった島原の乱で、総大将の...
1187,長崎県,ひきとおし,長崎県の離島・壱岐の代表的な郷土料理。かつて壱岐の農家では、盆・正月・祭りの日に...
1188,長崎県,浦上ソボロ,長崎県浦上地区が発祥の郷土料理。1500年後半、浦上地区でキリスト教を布教していた...
1189,長崎県,にごみ,落花生の名産地として知られる長崎県大村市の郷土料理。具材のひとつとして薄皮つきの...
1190,長崎県,大村寿司／大村寿し,古くから大村市に伝わる郷土料理。室町時代、戦に敗れ領地を奪われた大村純伊...
1191,長崎県,ろくべえ／六兵衛,島原地域と対馬地域に江戸時代から伝わる郷土料理。調理方法に多少の違いはあるが、...
1192,長崎県,皿うどん,「皿うどんは」全国的に知られる長崎名物の麺料理。1899年（明治32年）に「チャンポン」...
1193,長崎県,ちゃんぽん,全国的に知られる長崎名物の麺料理。1899（明治32）年、中華料理店『四海樓...
1194,長崎県,いりやき,日本海に浮かぶ離島・対馬に古くより伝わる鍋料理。昔から地元の家庭には、冠婚葬祭で...
1195,長崎県,いぎりす,長崎県の島原半島に伝わる郷土料理。「いぎりす」は、材料や作り方は若干異なるものの...
1196,長崎県,ヒカド,1600年代の初期から長崎に伝わる郷土料理。かつて長崎にいたポルトガル人の宣教師や...
1197,長崎県,地獄炊き（五島うどん・島原そうめん）,「五島うどん」は、長崎県の最西端にある五島列島の古くからの特産品。かつて五島は...
1198,長崎県,鶏飯,「鶏飯」は、諫早市の目代地区に伝わるおもてなし用の混ぜご飯。昔から、正月や盆のとき...
1199,長崎県,ぬっぺ,「ぬっぺ」は諫早地区に古くから伝わる郷土料理。実は、これに類いする料理は日本...
1200,長崎県,鼻はじき,「鼻はじき」は諫早地区に伝わる郷土料理。一枚の皿にさまざまな食材を放射状に並べ...
1201,長崎県,押し寿司（もろぶた寿司）,「もろぶた寿司」は長崎県北の佐々町に古くから伝わる押し寿司。由来は大村市に伝わる...
1202,長崎県,かんころ餅,「かんころ餅」は長崎県五島地方に古くから伝わる郷土食。五島地方ではさつま芋を...
1203,長崎県,長崎天ぷら,「長崎天ぷら」は約400年前から伝わる郷土料理。南蛮貿易のポルトガル人が食べていた衣...
1204,長崎県,鯨じゃが,長崎では縄文時代から捕鯨が行われており、江戸時代には大村湾の東側に位置する彼杵...
1205,長崎県,パスティー,「パスティ」は鎖国時代に出島に出入りしていたオランダ人から伝わったとされる料理。...
1206,長崎県,アルマド,「アルマド」は鎖国時代に出島があった平戸で作られはじめたとされる卵入りの練り物。...
1207,長崎県,ピーナッツ豆腐,「ピーナッツ豆腐」は約70年前に落花生の生産がはじまった五島列島北部の島・小値賀島...
1208,長崎県,茹で干し大根とかんぼこの煮物,「茹で干し大根とかんぼこの煮物」は西海市の郷土料理。「茹で干し大根」と「かんぼこ」...
1209,長崎県,レモンステーキ,「レモンステーキ」は、長崎県佐世保市で1955年ごろから親しまれはじめた地元の名物...
1210,長崎県,くりつぼ,「くりつぼ」は、昔から川棚町と東彼杵町で食べられてきた地域伝統の煮物料理。名称の...
1211,長崎県,対州そば,「対州そば」は、古くから対馬で栽培されているそばの品種のこと。名称にある「対州」...
1212,長崎県,つぼ汁,「つぼ汁」は、西海市雪浦地区の郷土料理。地域によって「いんげん汁」や「つぼき」...
1213,長崎県,長崎ミルクセーキ,「長崎ミルクセーキ」は、大正末期～昭和初期に長崎市で生まれたアイスデザート。...
1214,長崎県,ハトシ,「ハトシ」は、明治時代に清国（当時の中国）から長崎に伝わった料理。中国語で...
1215,長崎県,かんざらし,「かんざらし」は、古くから島原市一帯で作られてきた伝統のスイーツ。かつて島原市一帯...
1216,熊本県,からし蓮根,熊本県は、全国的にも上位の生産量を誇るれんこんの産地。中でも細川藩の天保年間...
1217,熊本県,だご汁,「だこ汁」は、小麦粉（米の粉）を水で練って、しばらく寝かせ、手で延ばしちぎっ...
1218,熊本県,焼鮎の甘露煮,球磨川は熊本最大の一級河川で、人吉盆地を貫き、八代平野を流れて八代海に注ぐ。...
1219,熊本県,いきなり団子,「いきなり団子」は、輪切りにしたさつまいもを小麦粉の生地で包んで蒸した素朴な...
1220,熊本県,がね揚げ,天草地域で、仏事に魚が使えないので、その代わりにさつまいもを太めの拍子切りに...
1221,熊本県,南関あげ巻き寿司,「南関あげ巻寿司」は、南関町に江戸時代から伝わる「南関あげ」を使った巻き寿司...
1222,熊本県,つぼん汁,「つぼん汁」は、鶏肉、かまぼこのほか、里芋、ごぼう、人参、大根など根菜の野菜...
1223,熊本県,阿蘇高菜漬け,「阿蘇高菜」は、阿蘇の寒冷な気候と火山灰の大地が育む伝統野菜。秋に種をまき、...
1224,熊本県,赤ど漬け,高菜漬けと並んで阿蘇（旧一の宮町など一部の地域）に伝わる伝統的な漬物。色やか...
1225,熊本県,寒漬け,「寒漬け」は冬の冷たい風に大根を二度さらしてつくる漬物で、芦北・水俣地域に古...
1226,熊本県,このしろの姿寿司,八代海沿岸部、天草灘、有明海に面した地域で、正月や祭り、祝い事など家族や親せ...
1227,熊本県,豆腐の味噌漬け,800年ほど前、源氏との戦いに敗れた平家の落ち武者が肥後連山の麓に隠れ住み、つく...
1228,熊本県,馬刺し,馬肉生産量日本一・熊本の名物として一番に名前が上がるのが「馬刺し」。薄く切っ...
1229,熊本県,ぶたあえ,大小120ほどの島々からなる天草地域では豊富な魚介に恵まれており、中でもエビやカ...
1230,熊本県,巻柿,干し柿の産地として有名な宇城地区、上益城郡山都町に伝わる伝統食。「福をかき寄...
1231,熊本県,まぜ飯,地域で行事や人の集まる祝い事の時に必ず登場する「まぜ飯」。具飯とも呼ばれ、鶏...
1232,熊本県,たこ飯,足を広げて吊るされ、潮風に揺れる「干しダコ」は、ちょっとユーモラスな天草市有...
1233,熊本県,かすよせ,「かすよせ」は、主に山都町で祝い事や祭りの際など人が集まるときに、家庭でよく...
1234,熊本県,こっぱもち,「こっぱもち」は、天草地域特産のさつまいもを使った伝統的なおやつ。こっぱとは...
1235,熊本県,シャクの天ぷら,熊本の夏の味覚、シャク（真ジャク）は正式には「穴じゃこ」といい、八代地域・荒...
1236,熊本県,鯛そうめん,タイといえば、古くからお祝い事などに欠かせない魚だが、熊本県は全国の中でも新...
1237,熊本県,山するめのきんぴら,九州地方全般で食べられているが、熊本県で特に人気が高いのが干したけのこ料理。...
1238,熊本県,太平燕,熊本の中華料理店や家庭でも定番の一品で、春雨をメインに、炒めた野菜や豚肉、エ...
1239,熊本県,とじこ豆／豆菓子,甘い小麦粉の生地で大豆をとじこめたという意味で名付けられた「とじこ豆（とちこ...
1240,熊本県,馬肉蕎麦,熊本県は馬肉の生産量全国1位（農林水産省令和元年畜産物流通統計）である。「...
1241,熊本県,一文字のぐるぐる,6代目藩主細川重賢の時代、肥後藩の財政が苦しく立て直しを図って倹約令が出された...
1242,熊本県,蛇腹大根（房切り大根）の煮物,蛇腹大根は、南阿蘇地域で冬の冷たい風を利用して昔から作られている干し大根。房...
1243,熊本県,骨かじり,「骨かじり」は、人吉・球磨地域の特に奥球磨（上球磨／湯前町、多良木町、水上村...
1244,熊本県,柚餅子,餅のような食感で、柚子の香りと味噌が噛めば噛むほど味わい深い素朴な郷土菓子で...
1245,大分県,そらきたもち,「やせうま」や「じり焼き」、「ゆでもち」など、小麦粉を原材料とする郷土菓子が多...
1246,大分県,じり焼き,鶏肉の消費量が多いことで知られる大分県だが、小麦粉を使った粉食文化も暮らしに深...
1247,大分県,きらすまめし,大分県の東南部に位置し、豊予海峡方面へ楕円状に細長くのびる臼杵市（うすきし）。...
1248,大分県,りゅうきゅう,瀬戸内海に面し、豊富な魚介類に恵まれる大分県では、アジやタイ、太刀魚、イワシ、...
1249,大分県,だんご汁,大分県は台地が発達しており、米づくりに適さない土地が多く、古くから畑を基盤とし...
1250,大分県,あじの丸ずし,大分県南東部に位置する佐伯市（さいきし）は、九州最大の面積をもつ街。面積は90...
1251,大分県,頭料理,大分県の南西部に位置し、くじゅう連山、阿蘇外輪山、祖母山麓に囲まれた竹田市。戦...
1252,大分県,ごまだし,九州最大の面積を誇る佐伯市（さいきし）は、豊富な海の幸に恵まれた漁師町として知...
1253,大分県,あゆうるか,一級河川・筑後川本流の上流にあたる三隈川、長さ107kmにも及ぶ、県下最大の川...
1254,大分県,くじゃく,大分県南東部に位置する佐伯市（さいきし）は、面積は903.12km2...
1255,大分県,ゆずの皮煮,大分県は、柚子の生産量で国内トップを誇る名産地。県内各地のいたるところに柚子の...
1256,大分県,あいまぜ,大分県の南西部に位置する竹田市は、くじゅう連山、阿蘇外輪山、祖母山麓に囲まれた...
1257,大分県,こねり,「こねり」は、夏の野菜である、なすやにがうりを油で炒めて、出汁で溶いた味噌で味...
1258,大分県,酒まんじゅう,大分県南西部に位置する竹田市と豊後大野市から構成される豊肥（ほうひ）地方。祖母...
1259,大分県,ゆでもち,かつて大分県は水捌けの悪い地域が多く、水をはる必要がある稲作に向かなかったこと...
1260,大分県,石垣もち,大分県に根づく食文化の一つに、粉食文化がある。かつて、大分県は米づくりに適さな...
1261,大分県,鯛麺,国東市（くにさきし）の伊美港からフェリーでおよそ20分、瀬戸内海西端に浮かぶ離...
1262,大分県,けんちゃん,瀬戸内海に突き出た国東半島（くにさきはんとう）の東部を占め、周防灘（すおうなだ...
1263,大分県,がん汁,国東半島（くにさきはんとう）の付け根に位置する宇佐市。北は周防灘（すおうなだ）...
1264,大分県,鶏汁,一世帯当たりの鶏肉年間購入量が全国トップレベルの大分県では、古くから鶏肉を使っ...
1265,大分県,とり天,鶏肉を多く食べることで知られる大分県。2019年、総務省が都道府県庁所在地と政...
1266,大分県,たらおさ,「たらおさ」は、県内陸部の日田・玖珠（くす）地方で食べられているタラの乾物。タ...
1267,大分県,物相ずし,大分県の北西端に位置する中津市とそこに隣接する宇佐市では、古来より「物相ずし」...
1268,大分県,お方ずし,大分県は、各地にさまざまなすし料理が伝わっている。大分市竹中地区に伝わるすし料...
1269,大分県,あみめし,福岡県東部から大分県北部沿岸に広がる豊前海（ぶぜんかい）は、遠浅が続くため干潟...
1270,大分県,黄飯と黄飯かやく,大分県の東南部地域に位置し、豊予海峡方面へ楕円状に細長くのびる臼杵市（うすきし...
1271,大分県,鶏めし,一世帯当たりの鶏肉年間購入量が全国トップレベルの大分県。鶏肉が伝統食材として根...
1272,大分県,ひゅうが丼,津久見市の津久見港からおよそ14km、豊後水道に浮かぶ島・保戸島。古来より漁業...
1273,大分県,やせうま,練った小麦粉を平たくのばしてゆでたものに、きなこや砂糖をまぶして食す、昔ながら...
1274,大分県,鮑腸,古くから畑を基盤とした穀物栽培が盛んだった大分県。収穫した小麦を挽いた「地粉」...
1275,宮崎県,煮しめ,煮汁が残らないように、じっくり時間をかけて煮ることを「煮しめる」といい、その...
1276,宮崎県,チキン南蛮,延岡市発祥で知られる「チキン南蛮」。昭和30年代に延岡市内の洋食店で、賄い料理...
1277,宮崎県,魚ずし,「魚ずし」とは、サバやアジなどを使ってつくる姿ずしのことで、いわゆる一般にい...
1278,宮崎県,ふたたびだんご,宮崎県の東北部にあり、東は日向灘に面し五つの川が流れる自然豊かな延岡市には「...
1279,宮崎県,めひかりの唐揚げ,メヒカリは、延岡市の沖合、日向灘の水深300m前後のところで漁獲される5～15cm程の...
1280,宮崎県,歳とり膳／年取り膳／年越し料理,大晦日の夜に高膳に盛られた豪華な料理を家族揃って食べ、お正月を迎える。その時...
1281,宮崎県,菜豆腐,椎葉村は熊本県と境を接する山間部にあり、平家の落人伝説が残る静かな村である。...
1282,宮崎県,かっぽ鶏,神話と伝説の町として知られる宮崎県高千穂町。この地方では竹のことを「かっぽ」...
1283,宮崎県,そまげ,「そまげ」の「そま」はそばの事で、「げ」はおかゆのこと。椎葉村の郷土料理の「...
1284,宮崎県,稗ずーしー／稗がゆ,雑炊のことを「ずし」という。お米は貴重であり正月や祭事に食しており、昔の普段...
1285,宮崎県,とうきびめし,「とうきびめし」は、その昔この地方では、麦飯とともに中心になる主食であった。...
1286,宮崎県,冷や汁,「冷や汁」は、即席のかけ汁で宮崎県の平野部を中心とする郷土料理である。近年は...
1287,宮崎県,千切り大根（切り干し大根）のまだか漬け,「まだか漬け」とは、宮崎県の郷土料理の漬物である。あまりの美味しさに出来上が...
1288,宮崎県,ぬた芋,宮崎県は里芋の生産量が多く、収穫量は埼玉県、千葉県と並んで常に全国上位に位置...
1289,宮崎県,お茶の葉天ぷら,「お茶の葉天ぷら」は新茶が出来た時に食べられる郷土料理である。宮崎県は、温暖...
