,県名,料理名,説明
1301,宮崎県,おび天,「おび天（飫肥天）」とは、宮崎県日南市飫肥（おび）地区の郷土料理で、魚肉練り製品。揚げかまぼこに分類される。 飫肥藩領であった江戸時代に領民たちによって考え出され伝わってきた料理である。もともと飫肥周辺では味噌を使う料理が多く、南西諸島からの移住者を中心に、19世紀半ばにサトウキビの栽培がはじまったことなどを背景に、味噌と黒砂糖を使う「おび天」が誕生したと考えられている。 イワシ、アジ、シイラ、サバ、トビウオ、サワラなど日向灘の近海でとれる大衆魚を、丸ごとすり身にしたものに豆腐を混ぜ、味付けに味噌や醤油、黒砂糖を加え揚げてつくる。見た目は薩摩揚げに似ているが、豆腐が入っているため薩摩揚げに比べて柔らかく、ふわりとした食感で、少し甘めで独特の味わいがある。通常、煮るなどの二次的加工を施されずに揚げたそのままで食べる。 飫肥地区では「おび天」の定食を提供する飲食店もあり、揚げたてを食べることができる。
1302,宮崎県,かに巻き汁,「かに巻き汁」は宮崎県南部の北郷町（きたごうちょう）に伝わる郷土料理で、北郷町を流れる酒谷川（さかたにがわ）や広渡川（ひろとがわ）で秋から冬にかけてとれる「山太郎ガニ」（北郷町での呼称で正式名はモクズガニ。上海ガニの仲間）を使う。「山太郎ガニ」は海で生まれ、川を上って成長した後、海で産卵するために川を下るため、そこを狙って漁をおこなう。 この地域では山太郎ガニは貴重なたんぱく源であり、「かに巻き汁」は味噌がカニの旨味を包み込むことから、その名前がついたといわれる。その独特の味わいは、秋になるとこの地域で待ちわびる一品である。
1303,宮崎県,ねりくり／ねったぼ／芋もち,宮崎県ではさつまいものことを甘藷（かんしょ）と呼ぶ、甘藷（かんしょ）でつくる「ねりくり」は主に都城市付近で食される。地域によっては「ねったぼ」、「ねったくり」、「からいも餅」などとも呼ばれる。江戸時代からつくられていた料理とされ、餅と蒸した甘藷（かんしょ）を合わせてつくる芋餅の一種である。昔はお正月の餅をつくときに、最後の一くぼ（もち米一臼分）に、煮た甘藷（かんしょ）を入れて搗（つ）きあげていた。  正月に余って硬くなった餅や水餅などを使ってつくられ、ゆでた餅と蒸した甘藷（かんしょ）をついて丸め、食べるときにきな粉をまぶして食する。「ねりくり」とは、宮崎弁で『つきまぜる』という意味で、練ったぼたもちとも、また、「ぼったぼった」と練ってつくところからその名がついたともいわれている。「ねったぼ」は、主食の代わりや農家の間食として食されてきた。 日本では薩摩藩が発祥とされるさつまいもは、大陸のカラ（唐）から伝来したので、旧薩摩藩ではからいも（唐藷）といわれ、都城市でも同様の呼び方をする。
1304,宮崎県,つわぶきの油炒め,つわぶきは、日本原産で本州の福島県・石川県以南に自生しているが、主に、九州地方など一部地域で古くから食用とされてきた。現在、山菜として出荷されているものは、宮崎県、大分県佐伯市や鹿児島県などで栽培されているものであるが、県南部の沿岸地帯は、温暖な気候で海岸線に沿って自生している。日南地方では、つわぶきは毒消しの作用が伝えられ、大正時代、北九州の炭鉱夫が食べるということで盛んに出荷された。 つわぶきは、キク科ツワブキ属の多年草であり、その外観などから石蕗（イシブキ）、または、艶葉蕗（つやばぶき）、単にツワとも呼ばれることがある。ふき（蕗）とよく似ているが、ふきが夏に葉を広げるのに対し、つわぶきは常緑性で一年中青々としており、ふきより葉が厚くて表面につやがあり、緑色が濃く、茎や葉には綿毛がたくさん付いている。また、ふきのようにふきのとうは出来ず、秋から晩秋にかけて花茎をのばし黄色い花を咲かせる。 佃煮、和えものなど様々な料理に使われており、「つわぶきの油炒め」は、つわぶき料理の一つとして日南地方でよくつくられている庶民的な料理である。
1305,鹿児島県,さつまえび雑煮,日本各地で、その内容に特色があらわれる「雑煮」。出汁の素材や味、中に入れる具材、餅の形状など、地域によってさまざまである。正月の三が日に雑煮を食べる風習は、室町時代に武家の間で祝い膳として雑煮が出され、そこから庶民に広まったといわれている。鹿児島県は地域によって違いがあるが、薩摩地域では椀からはみ出るほど大きなエビがのった「さつまえび雑煮」が知られる。 「さつまえび雑煮」がつくられるのは、薩摩藩主の島津家が「えび雑煮」を食べており、それが庶民にも広まったとされている。鹿児島県の出水沖は、古くからエビ漁が盛んで、桁打瀬船（けたうたせぶね）という伝統漁法でエビをとり、それを炭火で乾燥させて焼きエビにしたものを島津家に献上していたという。現在でも年末に干物屋の軒先に焼きエビがつるされている光景が見られ、鹿児島県の冬の風物詩となっている。
1306,鹿児島県,がね,「がね」は鹿児島県の特産品として全国に知られるさつまいもを食材とした郷土料理。 全国1位のさつまいもの生産量を誇る鹿児島県。鹿児島県は、温暖な気候に恵まれているが、霧島山を除く大部分がシラス台地で非常に水捌けが良く、また台風が頻繁に襲来するころから、せっかく育てた農作物に被害が及びやすい。そうした背景から、土壌がやせていても育ちやすく、かつ地中で成長するため台風の被害も受けにくいさつまいもの栽培が鹿児島県で強く根づいてきた。 さつまいもの伝来については諸説あるが、1698年に種子島島主の種子島久基が琉球に使いを出してさつまいもを持ち帰り、その後、1705年に山川の船乗りであった前田利右衛門がさつまいもを自分の畑で栽培して近隣の人々に配ったところ評判を呼び、鹿児島県全域に広まったといわれる。収穫量が多く、貧しい者の食糧に最適であったことから“孝行芋”とも呼ばれた時代があった。同じ鹿児島県の特産品である黒豚は、餌の中にさつまいもを混ぜて育てられることで知られ、またさつまいもを原料にした芋焼酎も鹿児島県を代表する特産品であり、さつまいもは鹿児島県の食文化を支える重要な食材であるといえる。そのため、鹿児島県においては、さつまいもを使った郷土料理が多数存在する。その中の一つが「がね」である。 「がね」は、さつまいもや野菜を太めの千切りにし、衣をつけて揚げる料理。その見た目が“かに（鹿児島弁でがねという）”に似ていることからこの名がついた。砂糖を多く入れ甘めな味付けが特徴で地域により具材や衣の材料は違う。
1307,鹿児島県,つけあげ,「つけあげ」は、他県で“さつまあげ”、“てんぷら”、“揚げかまぼこ”などと呼ばれる。その歴史は古く、江戸時代に薩摩藩28代当主・島津斉彬が、諸藩に伝わる紀州はんぺんやかまぼこにヒントを得て、高温多湿の鹿児島県の気候に合わせて保存性が高まるよう揚げ物にしたのがはじまりだという説や、琉球料理の揚げかまぼこである“チキアーギ”がなまって「つけあげ」になったという説がある。 「つけあげ」は、魚のすり身に豆腐や鹿児島県独特の酒である地酒を混ぜ、油で揚げてつくる。原材料の魚は、主にアジ、サバ、トビウオが一般的。上物としては、エソやハモ、グチなども使われる。鹿児島県の「つけあげ」は、砂糖を入れて甘口に仕上げるのも特徴。「つけあげ」に使う地酒は、同じく鹿児島県の郷土料理である「酒ずし」にも使われる酒で、清酒をつくる過程のもろみに、灰汁を加えて絞ってつくる。黒酒または灰持酒（あくもちざけ）とも呼ばれ、みりんの代わりに使ったり、おとそとしても飲まれている。鹿児島県は温暖な気候のため、昔は一般的な清酒づくりは適さず、代わりにこの黒酒（灰持酒）の製造が盛んになった。火いれをしないため、アミノ酸が豊富に残り、「つけあげ」の魚の旨味を引き出してくれる。
1308,鹿児島県,鶏飯,「鶏飯」は、ほぐした鶏肉、干ししいたけ、錦糸卵、パパイヤの味噌漬け、みかんの皮などを、白いごはんの上にのせ、鶏ガラのスープをかけて食べる、奄美地域を代表する郷土料理である。かつて、奄美群島が薩摩藩の支配下に置かれていた時代、鹿児島本土からやってくる役人たちの威圧的な態度を少しでも和らげるためにつくられたのがはじまりだといわれる。当時、非常に貴重なものであった鶏を余すことなく使ってつくった「鶏飯」で役人たちをもてなしたという。また、このころはまだスープをかける風習はなく、鶏の炊き込みごはん風にして食べていた。昭和に入ってから鶏ガラのスープをかけて食べるアレンジが浸透し、いまではそれが一般的となっている。
1309,鹿児島県,さつま汁,「さつま汁」とは、鶏肉を使った具だくさんな味噌汁のこと。『薩摩旧伝集』によると、鶏をしめて煮て食べる風習は古くからあったとされる。鹿児島県では、江戸時代から薩摩武士たちが士風高揚のため、盛んに闘鶏をおこなっていた記録があり、その際に負けた鶏をその場でしめ、男たちが野菜と一緒に煮込んで食べたのがはじまりだといわれている。また、闘鶏が禁止された後も、各家庭で鶏が放し飼いにされ、来客がある時や祝いの席のために鶏をしめて調理して食べていたという。 現在にいたるまで鶏の飼育が盛んな鹿児島県。県を代表する地鶏のさつま若しゃも、さつま地鶏、黒さつま鶏は「かごしま地鶏」としてブランド化されている。かごしま地鶏は薩摩鶏を原種とし、肉の弾力、甘み、色合いが非常に良く、ブランド鶏として人気がある。薩摩鶏は、江戸時代に闘鶏用に飼育され、現在は観賞用としてのみ飼育されている。このように、古くから鶏は鹿児島県において自給の食料として根づいていたことから、「さつま汁」のほかにも、「鶏刺し」や「鶏飯」、「煮こみ料理」、「やきとり」など、さまざまな鶏料理が親しまれている。
1310,鹿児島県,ぶり大根,鹿児島県の特産品であるブリと大根を使った「ぶり大根」は冬の定番料理として親しまれている。ブリの旨味と大根の甘みが一体となった、冬の定番料理である。 内湾が多く、ブリの稚魚のモジャコがとれる鹿児島県はブリの養殖生産量で全国1位を誇る。なかでも養殖ブリの生産量日本一を誇る長島町では、厳しい管理基準を設け育った養殖ブリを「鰤王」と名付け、国内のみならず、海外への輸出もおこなっている。また、垂水（たるみず）市や鹿屋（かのや）市、南大隅町などでもブリの養殖は盛んにおこなわれている。1950年代、垂水市では県内でもいちはやく養殖業がはじまり、地元の牛根漁業協同組合が育てたブリは「ぶり大将」としてブランディングされている。 家庭では一般的な大根でつくられること多い「ぶり大根」だが、県の特産品の桜島大根を使ってつくると、さらに美味しさが増す。桜島大根は、甘みがあって、身は非常に緻密で柔らかく、煮崩れしにくいため煮物料理に向く。「ぶり大根」はもちろんのこと、「おでん」や「ふろふき大根」、「田楽」といった楽しみ方のほかに、サラダや漬物など、幅広い料理に使われる．
1311,鹿児島県,黒糖,「黒糖」は、とうきびを細かくカットし、圧搾機にかけて絞り出した汁を煮詰めてつくる砂糖のこと。奄美地域および沖縄県の特産品として知られる。 奄美群島は、16世紀までは琉球王国統治下に置かれていたとされ、江戸時代には薩摩藩下に入り、さらに戦後はアメリカ統治下に置かれるなど、時代に翻弄されてきた地域である。「黒糖」は非常に高級な食材であったことから、その歴史の流れの中で大きな影響を受けてきた。薩摩藩に属していた時期は、年貢を米から当時非常に高価だった「黒糖」で代納させ、薩摩藩が「黒糖」を独占した。そのため、島民は「黒糖」の生産を優先せざるを得なくなり、日々の食糧の生産に手が回らなくなる“黒糖地獄”という過酷な状況をつくり出した。また戦後は、国内産糖に力を入れるため大型の製糖工場が建設され、奄美地域の伝統的な「黒糖」づくりの文化が途絶える危機に瀕した。このように奄美地域の「黒糖」づくりも時代とともに翻弄され続けてきたが、奄美群島および鹿児島本土の食文化を底から支える甘味料として強く根づいた。 「黒糖」は蜜を多く含むため、かたまりやすく、一般的に売られているものは砕いたブロック状のものが多い。カラメルのような深いコクと風味があるため、上白糖に比べると汎用性は高くないが、その「黒糖」の風味を生かした料理が広く親しまれている。
1312,鹿児島県,みき,「みき」は、米とさつまいも、砂糖を使った乳酸菌発酵飲料で、奄美地域の他に沖縄県でも飲まれている。沖縄県では、さつまいもではなく麦を使う。 「みき」は「神酒」と書き、祭り事の際に神に捧げられた口噛み酒がルーツであるという。口噛み酒は、若い女性が口に含み、2噛みから3噛みほどした米を混ぜてつくった酒のことである。幕末の薩摩藩士・名越左源太（なごや さげんた）が記した『南島雑話（なんとうざつわ）』という本にも「みき」についての記述があり、このころにはすでに「みき」がつくって飲まれていたことがうかがえる。また、この本の中には、米を煮てさつまいもをすり下ろしてつくる、現在の「みき」のつくり方に通ずる内容にも触れられている。
1313,鹿児島県,ミズイカのマダ汁,ミズイカはアオリイカの別称で、胴長40cmにもなる比較的大きなイカである。透き通るような姿をしているため、鹿児島県ではミズイカと呼ばれることが多い。鹿児島本土の南部、奄美群島が属する南西諸島が日本における主な漁場になっている。代表的なイカ釣りの手法として、エギングがあるが、これは餌木（えぎ）に英語の進行形のingをかけあわせた造語であり、奄美大島が発祥だといわれている。江戸時代中期に、種子島を経由して薩摩藩にもその方法が伝わったとされており、古くから奄美地域ではイカ漁が盛んであったことがわかる。現在も年間を通してイカ釣りができ、県外からもイカを目当てに釣り人がやってくる。 ミズイカを使った代表的な奄美地域の料理が「ミズイカのマダ汁」である。“マダ”とは、墨袋のことで、古くから奄美地域ではのぼせや血圧を下げると考えられており、薬として買う人も多かったという。 味噌汁にイカの身と墨を入れて飲むのは、奄美地域ならではで、そのまろやかな甘みとコクを味わえる「ミズイカのマダ汁」は多くの人から親しまれている。
1314,鹿児島県,豚骨野菜,「豚骨野菜」は、大きく切った骨付きの豚肉とツワブキ、昆布、大根、人参、コシャマン（里芋の在来種）を大鍋で煮こんだもので、奄美地域において、大晦日から正月にかけて欠かせない料理である。別名「ウァンフィネヤッセ」ともいう。“ウァン”は豚、“フィネ”は骨、“ヤッセ”は野菜のことを指す。奄美地域では、古くから毛が黒い島豚が飼育されていた。かつては島豚は、各家庭で1頭ずつ飼っていて、貴重なタンパク源として食べられたという。 全ての部位を無駄にしないために、年越し料理の「豚骨野菜」のほか、保存がきく「豚味噌」や塩漬け、炒め物や焼き物などにして、全てを余すことなく料理にした。島豚は非常に美味だが、成長に時間がかかるため徐々に飼育数が減り、ほとんど見られなくなった。現在は、「豚骨野菜」用に、年末になると塩漬けした骨付き豚肉がスーパーマーケットや精肉店に並ぶ。
1315,鹿児島県,パパイヤ漬け,「パパイヤ漬け」は、パパイヤの若い実を塩漬けした後、味噌や醤油などで漬けたもので、家庭で簡単につくれる漬物として親しまれている。奄美地域のほか、沖縄県でも食されている。全国的に知られる「鶏飯（けいはん）」の薬味としても必ずそえられるほか、お茶うけにしたりと汎用性も高い。 奄美地域におけるパパイヤの歴史は比較的新しく、第二次世界大戦後、奄美群島がアメリカの統治下に置かれていた際に沖縄から持ち込まれたのがはじまりだといわれている。年間を通して温暖な奄美地域の気候はパパイヤ栽培に適し、その強い繁殖力で簡単に栽培ができたことから一気に広まり、戦後の食糧難の時代を支えた。そうした背景から奄美地域では、パパイヤを美味しく食べるための工夫がされ、その中で「パパイヤ漬け」も誕生したと考えられる。奄美地域や沖縄県では、皮が黄色くなって熟したパパイヤを果物として食べることもあるが、どちらかというとまだ青い未熟果を野菜として使うことの方が多い。
1316,鹿児島県,三献,正月料理といえばおせち料理や雑煮であるが、奄美地域では「三献」が食される。餅入りの吸い物の赤椀、鶏肉もしくは豚肉の吸い物の黒椀、刺身の三つの料理を献上することからその名がついた。 赤椀、刺身、黒椀の順番で食し、各膳の合間に家族全員に焼酎の杯を回して飲むのが一連の儀式の流れである。安政の大獄を機に幕府から目を付けられた西郷隆盛が奄美大島に身を潜めた際、大島随一の名家の娘である愛加那（あいかな）と結婚し、その際、「三献」で祝言をあげたといわれている。 もともと「三献」は日本料理の一つの本膳料理であり、室町時代に確立され、江戸時代に発展していくが、現在は冠婚葬祭などの特別な場でおこなわれるのみになっており、若い世代を中心に馴染みがない。しかし、奄美地域では、正月におこなわれる行事として、いまも根づいている。
1317,鹿児島県,油ゾーメン,「油ゾーメン」は、豚肉と野菜、そうめんを炒めた郷土料理である。沖縄の「そうめんチャンプルー」に似ているが、奄美地域の「油ゾーメン」は、炒める時にだし汁を入れるのが特徴である。炒め油とだし汁が乳化し、そうめんに絡むので喉越しが良い。 小麦の栽培をしておらず、そうめんの生産をおこなっているわけではない奄美地域でなぜそうめんが根づいたのかについては諸説あるが、薩摩藩統治時代に薩摩から持ち込まれ、乾麺で保存がきくことから奄美地域でよく食べられるようになったのではないかという説があるが、定かではない。明治以降、「油ゾーメン」は一般家庭にも広がり、いまでは県外の旅行者からも人気のある郷土料理となっている。
1318,鹿児島県,ふくれ菓子,小麦粉，重曹，黒糖などを混ぜて蒸した郷土菓子の「ふくれ菓子」。重曹を使ってふっくらと仕上げるため「ソーダ菓子」とも呼ばれるほか、「ふくらかん」「ふくれかん」ともいう。 鹿児島県において黒糖が甘味料として強く根づいたのは江戸時代といわれている。琉球王国を支配していた薩摩藩が、琉球や奄美地域でおこなわれているさとうきびの栽培や黒砂糖の製造を独占し、薩摩藩の有力な財源としていたことがきっかけだと考えられている。年貢を米から、当時非常に高価だった黒糖で代納させ、黒糖を独占することで財政は一気に回復した。一方、島民は黒糖の生産を優先せざるを得なくなったため、日々の食糧の生産に手が回らなくなり、“黒糖地獄”と呼ばれる過酷な状況をつくり出した。このような歴史を経て、鹿児島県では黒糖が浸透し、それにともない、黒糖を使ったさまざまな郷土料理が誕生した。菓子類では「げたんは」なども黒糖を使った鹿児島県の郷土料理として知られている。
1319,鹿児島県,白熊,「白熊」は、削った氷に練乳をかけ、その上にチェリーやレーズン、みかん、パイン、小豆、寒天と、色とりどりのトッピングをのせた氷菓子のことで、その名は全国に知られる。「白熊」は、昭和20年代に創業した老舗飲食店が発祥であるといわれている。発売当初は、白蜜、赤蜜をかけたシンプルなかき氷だったが、いちごに牛乳をかけてみると美味しかったことにヒントを得て、練乳をかけたものの、今度は甘すぎてしまたったため、改良を重ねてさっぱりとした練乳ミルク風味のシロップにたどり着いたという。 また、彩りを加えるために、アンゼリカ、チェリー、レーズンを外側にトッピングしたが、それが上から見た時に白熊に似ていたことから、「白熊」というメニュー名がついた。当時、一般的なかき氷が20円ほどだったのに対し、「白熊」は50円と高価で、庶民の憧れの氷菓となった。戦後の食糧難の時代が落ち着き、食に贅を求めることができるようになったことを象徴する料理であるともいえる。
1320,鹿児島県,へちま汁,「へちま汁」は、へちま入りの味噌汁を、そうめんが入った器の中に入れて食べる鹿児島県の郷土料理である。ほかの地域ではたわしや化粧水として使われることが多いへちまだが、鹿児島県では古くからへちまを食べており、1802年の『成形図説』（島津重豪がつくらせた百科事典）にも、へちま料理についての記述がある。 へちまは熱帯アジア原産のウリ科の植物で、高温多湿な環境を好むことから、日本では沖縄県や南九州を中心に栽培されている。へちまは、その繊維の多さから“糸瓜（いとうり）”ともいわれ、これが後に“とううり”と略され、“と”がイロハ順で“へ”と“ち”の間にあるため、へちまと呼ばれるようになったともいわれている。食用には、あまり繊維が発達しない品種を栽培する。成長しすぎると繊維がかたくなってしまうので、体長20cm未満の若い実を収穫する。鹿児島県では夏になるとへちま料理が登場する。「へちま汁」はその代表格であるが、ほかにも炒め物などの料理にもへちまはよく用いられる。
1321,鹿児島県,豚汁,鹿児島県の特産品の一つである豚肉。飼育頭数は全国1位で、かごしま黒豚がブランド豚として全国に知られている。江戸時代は殺生を忌む仏教の影響で、獣肉食は禁忌とされていたが、薩摩藩では豚やイノシシ、鹿などがよく食べられていたという。奄美地域においても島豚と呼ばれる在来種が飼育されていた。江戸と遠距離であったことと、薩摩藩領であった琉球は貿易をおこなっていたため、薩摩藩に海外の文化が入ってきてその影響を受けたからではないかと考えられている。黒豚も、江戸時代に薩摩の名武将であった島津家久によって、琉球から入ってきたといわれている。その後、明治時代に入ってイギリスのバークシャー種と交配させ、改良を進めた。一時、成長が早い白豚の飼育が増え、黒豚の飼育が減った時期もあったが、柔らかく、旨味の強い黒豚の振興を進めることで、いまのかごしま黒豚のブランドが確立された。 また、鹿児島県はその温暖な気候から麦味噌の生産も盛んである。鹿児島県の麦味噌は麹の量が多く、塩分が少なめで、甘みが強い。このような背景から、鹿児島県では「豚骨」や「豚味噌」など、豚肉や味噌を使った料理が多く、「豚汁」もその代表格である。
1322,鹿児島県,さつますもじ,鹿児島県では「ちらしずし」のことを、かつての宮中の女房言葉から「すもじ」という。鹿児島県のすしには「酒ずし」と「さつますもじ」があるが、「酒ずし」が海や山の幸をふんだんに使った豪華な料理として主に殿様や上流武士が食べていたのに対し、「さつますもじ」は高級な材料は使わず、身近でとれる季節の食材を使ってつくる庶民のすしとして親しまれてきた。しかし、祝いの席で食べる料理のため、10種類前後の食材を使って色あざやかに仕上げる。いわゆる「ちらしずし」、「ばらずし」であるが、地酒を使うのが鹿児島県の特徴である。 地酒は黒酒、灰持酒（あくもちざけ）と呼ばれるもので、清酒をつくる過程のもろみに、灰汁を加えて絞ってつくる。鹿児島県では、みりんの代わりに使ったり、おとそとしても飲まれている。鹿児島県は温暖な気候のため、昔は一般的な清酒づくりは適さず、代わりにこの地酒の製造が盛んになった。一度も火いれをせずにつくるため、アミノ酸や有機酸、ミネラルが壊れることなく豊富に含まれ、料理の旨味を引き出すといわれている。「酒ずし」はこの地酒をつかって発酵させてつくるが、「さつますもじ」では手を地酒にひたし、その手で具材と米を豪快にかき混ぜてつくる。
1323,鹿児島県,かしゃもち,「かしゃもち」は、奄美地域でつくられる、よもぎを使った餅菓子のことである。“かしゃ”とは、クマタケランの葉のことで、これで餅を包むことから「かしゃもち」と呼ばれるようになったといわれている。「ふっつもち」「ふちもち」「フツィムチ」「フチダク」ということもある。 奄美地域ではよもぎがよくとれ、昔から薬草として煎じたりして食されたり、その殺菌効果から匂い消しなどにも利用されてきた。また、クマタケランもショウガ科の植物であることから、殺菌効果、防虫効果の作用があるといわれている。奄美地域のいたるところで自生しており、「かしゃもち」のほかにも、おにぎりを包んだりもされている。よもぎ、黒砂糖、クマタケランの葉と、身近でとれる高い効能を持つ素材でつくる先人の知恵がつまった菓子であるといえる。 奄美地域では、クマタケランの葉に餅がべったりつくこと、またそれぞれの素材の相乗効果でより風味が増すことから、仲の良いパートナー同士のことを“餅とカシャのようだ”とたとえることもあるという。
1324,鹿児島県,げたんは,「げたんは」は、かつて米の集荷地であった横川町（現・霧島市）に集まる人をもてなすためのお茶うけとしてつくられた鹿児島の郷土菓子の一つ。この独特な名前は、泥に汚れた下駄の歯に似た見た目であったことからこのように呼ばれるようになったと説がある。また、当時は「三角菓子」とも呼ばれていいた。 濃厚な黒糖の風味が口の中に広がる「げたんは」は、生地にも、周りのコーティングにも贅沢に黒糖を使用する。鹿児島県において黒糖が甘味料として強く根づいたのは、江戸時代、琉球王国を支配していた薩摩藩が、琉球や奄美地域でおこなわれているさとうきびの栽培や黒砂糖の製造を独占し、薩摩藩の有力な財源としていたことがきっかけだと考えられている。年貢を米から、当時非常に高価だった黒糖で代納させ、黒糖を独占することで財政は一気に回復したという。一方、島民は黒糖の生産を優先せざるを得なくなったため、日々の食糧の生産に手が回らなくなり、“黒糖地獄”と呼ばれる過酷な状況をつくり出した。このような歴史を経て、鹿児島本土で黒糖が浸透し、それに伴い、黒糖を使ったさまざまな郷土料理が誕生した。「げたんは」もこうした背景から、黒糖を使った菓子として誕生し、庶民に親しまれてきたと考えられる。
1325,鹿児島県,かるかん,「かるかん」は、かるかん粉、山芋、水を使ってつくる鹿児島県の銘菓として全国に知られる。そのはじまりは諸説あるが、薩摩藩の第11代藩主であった島津斉彬が、保存食の研究のために江戸から招聘した明石出身の菓子職人・八島六兵衛によって考案されたという説が有力とされている。 霧島山を除く大部分がシラス台地で非常に水はけが良く、また台風が頻繁に襲来するため、せっかく育てた農作物に被害が及びやすいという地理的条件がありながらも「かるかん」の原料である自然薯はシラス台地で多く自生していたこと、さらに奄美地域や琉球から砂糖も手に入れやすかったことから「かるかん」が根づいたと考えられている。しかし当時、砂糖は非常に貴重なものだったことから、庶民の間で食べられることはなく、主に大名家で食べられる“殿様菓子”であった。庶民にまで広まったのは明治時代に入ってからだといわれる。「かるかん」は漢字で「軽羹」と書き、「軽い羹(羊羹)」という意味からきているといわれる。生地を蒸し上げると、蒸す前よりも軽くなるためである。近年は、あんを「かるかん」の生地で包んだ、「かるかんまんじゅう」が一般的になってきており、県外の旅行者のお土産としても人気である。
1326,鹿児島県,からいもねったぼ,「からいもねったぼ」は鹿児島県の特産品として全国に知られるさつまいもを使った郷土料理。“からいも”はさつまいものことをいう。 さつまいもの生産量は、鹿児島県が全国で1位である。鹿児島県は、温暖な気候に恵まれているが、霧島山を除く大部分がシラス台地で非常に水捌けが良く、また台風が頻繁に襲来するため、せっかく育てた農作物に被害が及びやすいといった地理的条件があった。そこで、土壌がやせていても育ちやすく、かつ地中で成長するため台風の被害も受けにくい、さつまいもの栽培が鹿児島県で強く根づいていった。 さつまいもの伝来については諸説あるが、1698年に種子島島主の種子島久基が琉球に使いを出してさつまいもを持ち帰り、その後、1705年に、山川の船乗りであった前田利右衛門がさつまいもを自分の畑で栽培して近隣の人々に配ったところ評判を呼び、鹿児島全域に広まったといわれる。たくさん収穫ができ、貧しい者の食糧に最適であったことから“孝行芋”とも呼ばれた時代があった。同じ特産品である黒豚もさつまいもを食べさせて育てることで知られ、またさつまいもを原料にした芋焼酎も鹿児島県を代表する酒であり、さつまいもは鹿児島県の食文化を支える重要な食材であるといえる。 そのため、鹿児島県においては、さつまいもを使った郷土料理が多数存在する。その中の一つが「からいもねったぼ」で、つきたての餅に蒸したさつまいもを入れて混ぜて食べる餅料理である。「からいもんねーぼ」と呼ぶこともある。“ねったぼ”の名の由来については諸説あるが、“練ったぼたもち”からきたという説や、餅を“ぼったぼったと練ってつく”ところから来たという説がある。
1327,鹿児島県,からいもごはん,「からいもごはん」は、鹿児島県の特産品として全国に知られるさつまいもを使った郷土料理。鹿児島県は、温暖な気候に恵まれているが、霧島山を除く大部分がシラス台地で非常に水捌けが良く、また台風が頻繁に襲来するころから、せっかく育てた農作物に被害が及びやすいといった地理的条件があった。そこで、土壌がやせていても育ちやすく、かつ地中で成長するため台風の被害も受けにくい、さつまいもの栽培が強く根づいていった。いまでは、さつまいもの生産量は日本一を誇る。 さつまいもの伝来については諸説あるが、1698年に種子島島主の種子島久基が琉球に使いを出してさつまいもを持ち帰り、その後、1705年に山川の船乗りであった前田利右衛門がさつまいもを自分の畑で栽培して近隣の人々に配ったところ評判を呼び、鹿児島全域に広まったといわれる。収穫量が多く、貧しい者の食糧に最適であったことから“孝行芋”とも呼ばれた時代があった。同じ特産品である黒豚は餌の中にさつまいもを混ぜて育てられることで知られ、またさつまいもを原料にした芋焼酎も鹿児島県を代表する特産品であり、さつまいもは鹿児島県の食文化を支える重要な食材であるといえる。 そのため、鹿児島県においては、さつまいもを使った郷土料理が多数存在する。その一つが「からいもごはん」である。“からいも”はさつまいものことで、手軽につくれることから、現在もよく食卓に上がる。さつまいもの甘みとほっくりとした食感がごはんと好相性で、老若男女から親しまれている。
1328,鹿児島県,じゃんぼ餅,「じゃんぼ餅」とは、つきたての餅やもち米粉を使っただんご串を2本さして、とろみのある砂糖醤油ダレをかけて食べる、鹿児島県で古くから親しまれている料理である。「じゃんぼ餅」は、「両棒餅」と書く。 「じゃんぼ餅」の歴史は非常に古く、南北朝時代、後醍醐天皇の子である懐良（かねなが／かねよし）親王が、鹿児島市の谷山城に滞在していた際、谷山城主の谷山隆信が親王を慰めようと、餅をつくってそこへ2本の串をさし、味噌と黒砂糖を煮つめたものをかけて出ししたところ、料理の名を聞かれ、とっさに「両棒（じゃんぼ）」といったのがはじまりだという逸話がある。江戸時代に入ると谷山から薩摩藩主の島津氏に献上されるようになり、そこから磯地域で「じゃんぼ餅」が広まったといわれる。 ほかにも「じゃんぼ餅」の名の由来は諸説存在する。昔、上級武士は刀を腰に2本さしており、その姿に似ていることから、この名がついたといわれている。また“両棒”を“じゃんぼ”と読むのは、中国語からきているといわれており、中国語で“両”は“リャン”と発音し、これが鹿児島県で“じゃん”と訛って「じゃんぼ餅」と呼ばれたのではないかともいわれている。
